date,actual_y_h5,lasso_bic_y_h5,lasso_bic_var_count_y_h5,lasso_aic_y_h5,lasso_aic_var_count_y_h5,lasso_cv_y_h5,lasso_cv_var_count_y_h5,lasso_val_y_h5,lasso_val_var_count_y_h5,ridge_cv_y_h5,ridge_val_y_h5
2024-07-16,-7.540508981035038,-7.464885929315665,4,-7.463350848070353,30,-7.463728652444049,28,-7.458914767325503,3,-7.562120306905119,-7.422559698777156
2024-07-17,-7.83106890907229,-7.289322430864798,4,-7.276507299220104,30,-7.277363967711975,28,-7.289844317894982,3,-7.2025674784289375,-7.223959071575284
2024-07-18,-7.504319171318432,-7.280093679063841,5,-7.216187735900352,29,-7.217975113471796,29,-7.27597761819544,3,-7.196651959469226,-7.280715076238979
2024-07-19,-7.715830478728725,-7.4478595456841745,5,-7.317159449685248,29,-7.318540607937205,29,-7.437010673756692,3,-7.2675123058569495,-7.301051523954416
2024-07-20,-7.111101362030015,-7.533043097686661,4,-7.490785080997519,29,-7.492341994357055,29,-7.513424052380929,3,-7.576364089024015,-7.465255558123727
2024-07-21,-7.731151246587125,-7.542670454597276,4,-7.508533014086826,29,-7.509858624387006,29,-7.523061939205553,3,-7.590940565250237,-7.543100698232342
2024-07-22,-6.6745965844828605,-7.7421689793724795,4,-7.826728532172465,29,-7.825097314499516,29,-7.715165166731603,3,-7.840646030670235,-7.696683708905857
2024-07-23,-8.297723232050007,-7.559267806502186,4,-7.747150804103438,29,-7.745604624214227,29,-7.540953625621068,3,-7.775979839887411,-7.6918317508987055
2024-07-24,-7.220642471062432,-7.619632783892165,5,-7.595790304025842,29,-7.596907107159449,29,-7.599324169931322,3,-7.558484670579077,-7.526766647557774
2024-07-25,-7.567743991658627,-7.50325593667064,5,-7.425377702222513,29,-7.427633645279865,28,-7.491826882002556,3,-7.393385858377216,-7.453787379168964
2024-07-26,-7.537578973039193,-7.488036625889847,5,-7.472249496847163,31,-7.472755110667086,31,-7.477798819957484,3,-7.451151138220271,-7.41988608200854
2024-07-27,-7.134693601377736,-7.36809646405269,5,-7.21173869550723,31,-7.214972706593497,30,-7.36715668556479,3,-7.194693686192982,-7.371156695093626
2024-07-28,-6.728020741506768,-7.468329209308828,5,-7.5315278741965,31,-7.531530876537526,30,-7.457287352382718,3,-7.538959123869066,-7.552243527025645
2024-07-29,-7.102715268773577,-7.304114786246332,5,-7.301487970165547,31,-7.299658263628245,30,-7.296188162516838,3,-7.4863943898173915,-7.513033940927748
2024-07-30,-6.901570663299103,-7.715326172741097,6,-7.707393333102099,31,-7.707528371944159,30,-7.695130181255458,3,-7.507891684030396,-7.424600075746157
2024-07-31,-4.331832929576587,-7.407234369200497,6,-7.33126185240347,31,-7.332868252380956,30,-7.398509121668377,3,-7.323195265228984,-7.38078782150044
2024-08-01,-6.129507554817753,-7.516700181983825,6,-7.5224114521457635,31,-7.5236732219291,30,-7.504948780793693,4,-7.3385209533021545,-7.380220292219675
2024-08-02,-6.56821202032419,-7.4543685211557404,6,-7.2755630987920865,33,-7.277893628130794,31,-7.45063676219561,4,-7.277434130011067,-7.260572667318501
2024-08-03,-5.881456842610719,-7.265452969179261,6,-7.198882324610837,33,-7.200810702120448,33,-7.270191994836959,4,-7.371622873619891,-7.299930549848177
2024-08-04,-6.5521594278707,-7.14595298300755,6,-7.230802800203269,33,-7.230444036971616,33,-7.155664283248615,4,-7.436216861499146,-7.321679255941607
2024-08-05,-8.164746233335169,-7.22453287638237,6,-6.998546941523548,33,-7.002424990288786,33,-7.250023853392939,3,-7.1543565867152665,-7.107300815077122
2024-08-06,-7.347966273268356,-6.8583519754379845,6,-6.774644101409832,32,-6.7746116483763075,32,-6.905239729897653,3,-6.850140487918508,-7.079930862376227
2024-08-07,-6.301581779560638,-6.2370934226896,6,-6.266691921321808,33,-6.267330096657663,32,-6.29429445926791,3,-6.673871388020737,-7.0672462109255685
2024-08-08,-7.032064393779834,-6.88488508713832,6,-6.867705029169217,33,-6.869320815807014,33,-6.909948178143346,3,-6.748269488439244,-7.0233440019481055
2024-08-09,-7.145182948564176,-6.933939532659562,6,-6.908475467124999,35,-6.909728893955855,33,-6.964050920882579,3,-6.841769274194221,-7.089114513834366
2024-08-10,-6.782869713050387,-6.801866496269544,6,-6.855872231346253,36,-6.85183563866584,36,-6.823866665039562,4,-6.961167219492991,-7.180716649810152
2024-08-11,-6.993243057300741,-7.2267306072692135,6,-7.2436798836341465,36,-7.240909433455222,36,-7.2239062892830574,4,-7.389789520255709,-7.3802060545030175
2024-08-12,-8.93414336978374,-7.664232265552282,6,-7.683545773281459,36,-7.684059106051289,35,-7.649835839478664,4,-7.4381075465505555,-7.372916653573437
2024-08-13,-8.090430304827276,-7.272033286814788,6,-7.2297606596015935,35,-7.23084764374489,35,-7.282055507979591,4,-7.2277504998603455,-7.373353518909516
2024-08-14,-7.395852713362074,-7.013134307328699,6,-7.070275750314711,35,-7.068286064566492,35,-7.028237742231001,4,-7.182862285148984,-7.401038760675316
2024-08-15,-7.252727153074581,-7.266546682539994,5,-7.331203623661225,35,-7.331666622054044,35,-7.269539892316281,4,-7.345552361159075,-7.4612189188928095
2024-08-16,-7.122737507461557,-7.25774242750181,5,-7.198950037518836,35,-7.20079438130541,35,-7.2680701194494945,4,-7.281133089336652,-7.431935038223674
2024-08-17,-7.663977474896019,-7.175994355025258,5,-7.153705097620354,35,-7.15527214227162,35,-7.184299586984631,4,-7.300165441715241,-7.51238313014299
2024-08-18,-6.851098731240136,-7.487253753676359,6,-7.524628534159865,34,-7.523278952541736,34,-7.461731182324667,4,-7.525486102177324,-7.608667272574576
2024-08-19,-8.299722443510342,-8.03816436615169,6,-8.081194733153064,34,-8.080654836281067,34,-7.996895438690852,4,-7.906409121077087,-7.715651200615674
2024-08-20,-8.590906417273768,-7.680662746855772,6,-7.876180172637062,34,-7.872842245401213,34,-7.655705717033975,4,-7.899649136951368,-7.664655806327133
2024-08-21,-7.848062431939034,-7.428092717201057,6,-7.404929153092619,35,-7.405912656058213,33,-7.422120006816396,4,-7.481656584238203,-7.470476359039765
2024-08-22,-6.578074293173222,-7.365472128020598,6,-7.395710976460728,35,-7.3955584282998394,34,-7.3632987894245225,4,-7.29723777573874,-7.3067886200419725
2024-08-23,-6.625319225980788,-7.372516879007634,6,-7.329248206412973,35,-7.331406366479686,35,-7.365404102369554,4,-7.162861800057991,-7.300685022002223
2024-08-24,-7.220716390846805,-7.443929670981364,6,-7.293076935118349,34,-7.295758024561218,33,-7.452665980485842,4,-7.117227822183392,-7.269431132098698
2024-08-25,-7.355348084977686,-7.3423993628731665,6,-7.4034319577586105,34,-7.401578256757022,34,-7.329746411976367,4,-7.618453813340696,-7.586883823017955
2024-08-26,-9.250891127347398,-7.860230276094623,6,-7.893012180873122,34,-7.892294129385628,34,-7.82333170102295,4,-8.023284241969039,-7.732472477032508
2024-08-27,-7.427050700993551,-7.8741788658823735,6,-7.813166351257627,35,-7.812999366016878,33,-7.844689599579022,4,-7.822178575574276,-7.595659273956075
2024-08-28,-7.578986184704846,-7.471795606504703,6,-7.41646954476204,35,-7.417454124223548,33,-7.473781046377326,4,-7.506091678661448,-7.451546438098008
2024-08-29,-7.813351757199836,-7.0339214698422765,6,-7.027015206280144,35,-7.025252151760032,33,-7.054361279467015,4,-7.1496219228602,-7.284602154127756
2024-08-30,-6.5034602127886165,-7.10908115654104,6,-7.01077943491344,33,-7.013811964638355,33,-7.121106831777475,4,-7.015835987306499,-7.300248321693584
2024-08-31,-6.940360945467537,-7.326238614106683,6,-7.341215095189524,33,-7.343484909184648,32,-7.326736433816924,4,-7.3135854071174435,-7.463242076872632
2024-09-01,-6.522114937682515,-7.5925306717031305,5,-7.476467727264981,33,-7.478768677275424,32,-7.564009842192131,4,-7.523214711770119,-7.606752657048684
2024-09-02,-8.259113009436971,-8.024473959582824,6,-8.027647145175878,33,-8.027424882673648,32,-7.994587659487015,4,-7.736848162291995,-7.630399489718603
2024-09-03,-7.6986759889953715,-7.4217434768276425,6,-7.367634597808405,33,-7.368652641556559,32,-7.416234152257221,4,-7.587308617656321,-7.549124151663507
2024-09-04,-7.142083192560166,-7.497316040744535,6,-7.394553568569959,33,-7.393651640899925,32,-7.488334648779404,4,-7.568279214653719,-7.453450508011071
2024-09-05,-7.454039970224542,-7.43952671521724,6,-7.4610941721256605,33,-7.461331032583243,33,-7.442369401463504,4,-7.407079250181436,-7.387389385720877
2024-09-06,-6.956664836147295,-7.035947350008795,6,-6.991672205259034,33,-6.994136877963067,33,-7.055541623299649,4,-7.059989366769365,-7.304416758543002
2024-09-07,-7.375311173852939,-7.140027859958701,6,-7.100584614172792,34,-7.100559871699865,34,-7.155508255292875,4,-7.201276919621093,-7.393368271705032
2024-09-08,-7.641682246432809,-7.182244359762693,6,-7.16869001027533,34,-7.169970275472087,34,-7.180969532929721,4,-7.325720292372003,-7.5329490552754095
2024-09-09,-8.772444578271369,-7.71656218821393,6,-7.886714224923397,33,-7.885557339859472,32,-7.683465853233303,4,-7.729232705665136,-7.651505292502847
2024-09-10,-8.222190817885775,-7.44847224627434,6,-7.442687790933231,34,-7.442162196412897,34,-7.447797432024474,4,-7.464112295776349,-7.549543052242842
2024-09-11,-7.505284819602623,-7.297877453624709,6,-7.27712672735105,34,-7.27677460899941,34,-7.301856018345444,4,-7.397462450889684,-7.513855181882164
2024-09-12,-7.206662096750962,-7.3508514959176185,6,-7.3897834743564745,35,-7.389891979955162,35,-7.3561620764860765,4,-7.291858529007609,-7.4553565967945925
2024-09-13,-7.000512980515621,-7.204759410557071,6,-7.028528533113699,35,-7.032271165238816,35,-7.2322284914391215,4,-7.071588061858204,-7.343227706075441
2024-09-14,-7.40385524870723,-7.406255361172973,6,-7.443586303258723,36,-7.4452922703111994,35,-7.397850724397498,4,-7.499957902505626,-7.575574042467563
2024-09-15,-7.62533614746632,-7.613907111086203,6,-7.628997551831211,37,-7.628800374331331,35,-7.589214255732985,4,-7.7580780985352025,-7.690433514097996
2024-09-16,-9.118912980170885,-7.923425866864578,6,-7.9998618227052365,35,-7.997674824361617,34,-7.8937247570216185,4,-8.021640588634162,-7.739421631398216
2024-09-17,-8.210854186197356,-7.683317687861245,6,-7.87279181305526,34,-7.86984584538103,34,-7.645795121769606,4,-7.974869343196189,-7.741248682358636
2024-09-18,-7.594933488516639,-7.381114989568832,6,-7.397384805203161,33,-7.397355127223036,33,-7.3844860118771525,4,-7.485697794180225,-7.53233128863937
2024-09-19,-7.695982377007085,-7.260764830231218,6,-7.722709926647365,33,-7.71937002976107,33,-7.270576647286001,4,-7.7096143473622,-7.482682789682861
2024-09-20,-7.912236774178686,-7.230991621932715,6,-7.331045026160063,33,-7.329537661500212,32,-7.237733486008227,4,-7.254407271799175,-7.3636764512171675
2024-09-21,-7.548593418115738,-7.3390013712456765,6,-7.454576787542188,33,-7.452448256514037,32,-7.3800759671678025,4,-7.404388388503972,-7.394497772250488
2024-09-22,-8.156771512470494,-7.608498674788375,6,-7.6301473595610165,32,-7.625037603541675,32,-7.582432704181205,4,-7.76179652512604,-7.627093140439018
2024-09-23,-9.137411157807458,-8.009160724377685,6,-8.010705681139541,33,-8.010955468597873,33,-7.976825622601323,4,-7.853013208232278,-7.625737106164751
2024-09-24,-9.22010927366513,-7.632175041484219,5,-7.626555044013288,34,-7.627416775812099,34,-7.622541255415984,4,-7.561415090321092,-7.553465412780649
2024-09-25,-7.657672162115085,-7.438228602136411,5,-7.4254464547818895,34,-7.427966797540445,33,-7.432408396422119,4,-7.3288791846573975,-7.46644159317272
2024-09-26,-7.16418081548918,-7.483073834048813,5,-7.510603618521438,34,-7.51062795733868,33,-7.477280213216965,4,-7.326248004845473,-7.421894374239572
2024-09-27,-6.873239201215958,-7.501286567660046,5,-7.451069556046945,34,-7.452081615266063,33,-7.499284700870371,4,-7.03505261394292,-7.339231997432877
2024-09-28,-7.372161845921349,-7.452741561449827,5,-7.450984645943807,34,-7.452894500849011,33,-7.445053613837095,4,-7.423142360752904,-7.470678015682368
