date,actual_y_h3,lasso_bic_y_h3,lasso_bic_var_count_y_h3,lasso_aic_y_h3,lasso_aic_var_count_y_h3,lasso_cv_y_h3,lasso_cv_var_count_y_h3,lasso_val_y_h3,lasso_val_var_count_y_h3,ridge_cv_y_h3,ridge_val_y_h3
2024-06-29,-8.415744212880016,-7.9572533873082465,19,-7.943412838549439,25,-7.929657745756878,41,-7.956940777687599,19,-7.915048653873681,-7.69529442009406
2024-06-30,-7.590110308893971,-7.878275988206431,17,-7.925589258357602,30,-7.955475806636071,46,-7.880630218709965,18,-8.088986736300251,-7.780973431456547
2024-07-01,-6.7568326341271066,-7.769821623119094,17,-7.877180133282708,31,-7.931544405099987,46,-7.773719766445409,18,-8.033730167594728,-7.770948531799938
2024-07-02,-6.028709939198225,-8.153202339814673,17,-8.197834604528625,33,-8.239750910978431,45,-8.156188829189533,18,-8.137577429096662,-7.803615693781999
2024-07-03,-7.82183717488344,-7.788593861630422,17,-7.823912506728241,30,-7.858909328781129,45,-7.791271186134914,18,-7.876297642402222,-7.731907865980674
2024-07-04,-7.599232953126869,-7.64979417990298,17,-7.699857418237658,30,-7.749458192178931,46,-7.652286733581425,17,-7.790993022301656,-7.680401032806203
2024-07-05,-6.201600022028114,-7.424877802699152,17,-7.407252041359557,31,-7.373358452677072,46,-7.424184678057751,17,-7.333032303562578,-7.44604358821012
2024-07-06,-7.13201098663784,-7.51379230875907,17,-7.494941327432224,31,-7.467779877162232,46,-7.512543998675348,17,-7.322211760870088,-7.433922876940321
2024-07-07,-7.364155934126495,-7.347564188147822,17,-7.366400004582897,31,-7.447270575295596,46,-7.348580065492006,18,-7.773816828576802,-7.504182218204341
2024-07-08,-6.970855511693713,-6.8047656215325265,17,-6.802431559954268,31,-6.804739071281328,47,-6.804016808573695,18,-7.041665015899498,-7.250039192147246
2024-07-09,-7.461112349654011,-7.336338971332469,17,-7.28443647286403,31,-7.2242487685135615,47,-7.334056228852058,18,-7.152090223867486,-7.387755117044212
2024-07-10,-8.001579020126183,-7.526504686388222,17,-7.5355993139697475,33,-7.555941106989582,47,-7.529476266857643,17,-7.50283279274303,-7.483273813766597
2024-07-11,-7.503141944073601,-7.150993631401912,17,-7.171420454380293,34,-7.159823228193535,48,-7.151478076986837,18,-7.2751739184141355,-7.440041597322791
2024-07-12,-7.10151927124952,-7.456049254059466,18,-7.513482418201525,33,-7.539520587405171,46,-7.459676325565977,18,-7.7991289950711815,-7.635111732720315
2024-07-13,-6.875117452289596,-7.484866822511606,17,-7.519563887763697,33,-7.547371727357701,45,-7.485903440742484,18,-7.654290689169829,-7.562791541235505
2024-07-14,-7.273310670983561,-7.1992872656796365,17,-7.217518819817479,32,-7.213474949954739,45,-7.201234841944066,18,-7.268932619215883,-7.393819890509846
2024-07-15,-7.590004120123674,-7.374135013147574,17,-7.365788287214195,32,-7.322736804401598,43,-7.374382824622832,18,-7.189792728015396,-7.383321797871411
2024-07-16,-7.361953880672214,-7.4861805133939665,17,-7.4859217860197385,32,-7.517887656194968,44,-7.487747020418767,18,-7.436008456867416,-7.428242852159836
2024-07-17,-8.183252874840827,-7.5039444836476035,17,-7.51441506480378,30,-7.5325326561533155,43,-7.505875210880259,18,-7.5500153849213385,-7.376986293289598
2024-07-18,-7.540508981035038,-7.411757218577723,18,-7.398439403164042,30,-7.418207103119758,42,-7.410685427467042,18,-7.620153411220642,-7.403656340970979
2024-07-19,-7.83106890907229,-7.377776936725475,18,-7.3890691543288805,30,-7.400574932957967,44,-7.378388647724253,17,-7.3703180099652785,-7.373820072573407
2024-07-20,-7.504319171318432,-7.3918766038957235,18,-7.346477592352272,31,-7.312597532085918,43,-7.388741640485436,18,-7.425240221448798,-7.396572430901092
2024-07-21,-7.715830478728725,-7.314765692674149,18,-7.2873539006427475,31,-7.26957560864241,43,-7.312386060406841,18,-7.376842496890901,-7.458243105854544
2024-07-22,-7.111101362030015,-7.555743534841243,18,-7.6202447013583345,32,-7.686094630427354,43,-7.560129105960959,18,-7.921381877233726,-7.641942956080201
2024-07-23,-7.731151246587125,-7.670974682530318,18,-7.715778686845345,31,-7.773093193343253,44,-7.6724281689722496,18,-7.8444433964259845,-7.608111198286247
2024-07-24,-6.6745965844828605,-7.713128933327845,18,-7.746319379585618,31,-7.758147442531269,44,-7.71804040600255,18,-7.831965529458818,-7.6168532074118005
2024-07-25,-8.297723232050007,-7.69519975381484,17,-7.733327669555416,30,-7.798352719436942,43,-7.697641076799282,17,-7.946171319602204,-7.623941807303204
2024-07-26,-7.220642471062432,-7.533080315864361,18,-7.592462932563221,31,-7.626177985877662,45,-7.53325731788887,17,-7.879999710974328,-7.60059552063901
2024-07-27,-7.567743991658627,-7.457248435302207,17,-7.470051884439494,31,-7.460594532810858,43,-7.457971894753153,17,-7.63249001801316,-7.524611607705391
2024-07-28,-7.537578973039193,-7.26969965460202,17,-7.228439474527611,28,-7.196767709963437,42,-7.266675664647682,17,-7.191649494234235,-7.374113821902941
2024-07-29,-7.134693601377736,-7.614906630838698,17,-7.651263982019831,29,-7.629278376222173,43,-7.616887779177688,17,-7.610420491898702,-7.547121740213297
2024-07-30,-6.728020741506768,-7.236612600308726,17,-7.28028974670163,30,-7.341268848788289,43,-7.2396164567517864,17,-7.554548845767694,-7.471715009054177
2024-07-31,-7.102715268773577,-7.7335386567880615,17,-7.7707382624022,31,-7.733871316139076,43,-7.7357668785321465,17,-7.580685841752827,-7.468517601501167
2024-08-01,-6.901570663299103,-7.487577548596983,17,-7.535607795569544,31,-7.545513412833875,43,-7.492303827435738,17,-7.535576944082803,-7.4535603464388025
2024-08-02,-4.331832929576587,-7.290921481121392,17,-7.185804595558791,31,-7.0777334068202835,44,-7.290826819487046,17,-6.964515486614828,-7.235623343975883
2024-08-03,-6.129507554817753,-7.249858043389222,20,-7.1801035666764035,32,-7.0977317551185255,45,-7.246606525595643,20,-6.992244950654223,-7.25422603820937
2024-08-04,-6.56821202032419,-7.116080531087722,20,-7.0258475575391115,33,-6.942318027540871,44,-7.112560499213662,20,-7.03220726797052,-7.192840613207041
2024-08-05,-5.881456842610719,-6.5876947526089635,20,-6.381214082606084,33,-6.275658570324237,42,-6.5769493483360435,20,-6.522670178349663,-6.996876877524307
2024-08-06,-6.5521594278707,-6.809973278256768,20,-6.8076444229943025,32,-6.777651949599699,41,-6.810216313643506,21,-6.673425868299974,-7.058227106520059
2024-08-07,-8.164746233335169,-6.945796926173096,20,-6.882395416280431,32,-6.8777657664020735,43,-6.943117547431888,20,-7.310432275488043,-7.189581188661365
2024-08-08,-7.347966273268356,-6.338496541070821,20,-6.3612580445765845,32,-6.3747503570574295,43,-6.341868313144293,21,-6.8684294638844285,-7.134141141635345
2024-08-09,-6.301581779560638,-6.589101829287491,20,-6.614964400910844,34,-6.656471898107096,43,-6.587852216597446,20,-6.793864887581016,-7.161091232773877
2024-08-10,-7.032064393779834,-7.053322363325612,20,-7.04027764588028,34,-7.045336831610491,43,-7.052744279822953,20,-7.137019012811603,-7.197551258134869
2024-08-11,-7.145182948564176,-7.137173936700326,19,-7.195674172375648,34,-7.288835898653761,43,-7.139903526216313,19,-7.135777873697614,-7.293692541901787
2024-08-12,-6.782869713050387,-7.038036844809424,19,-7.060810789903933,33,-7.067790860741075,47,-7.039777582295148,20,-6.975624790618883,-7.243975530801421
2024-08-13,-6.993243057300741,-7.47622496560736,20,-7.517609807228879,33,-7.524132309488819,48,-7.479240014550627,21,-7.417625076708608,-7.463026341386191
2024-08-14,-8.93414336978374,-7.510792609734378,20,-7.5893575206214345,33,-7.654704748286598,48,-7.5146489244221994,21,-7.750558607854112,-7.5484232324071865
2024-08-15,-8.090430304827276,-7.094747811701358,21,-7.13487481345012,32,-7.160706170042871,47,-7.0968104338373985,21,-7.278686850871794,-7.429235847304104
2024-08-16,-7.395852713362074,-7.278795191344447,21,-7.281219454615831,33,-7.282564185745726,47,-7.279987777063068,22,-7.175818815037635,-7.4467366780116935
2024-08-17,-7.252727153074581,-7.524485034736317,21,-7.524242149261629,34,-7.53026943816473,47,-7.523189936738148,22,-7.4513368730317895,-7.540192187058015
2024-08-18,-7.122737507461557,-7.252260867325913,21,-7.284514428344526,33,-7.31334162767274,47,-7.253855908395571,21,-7.3585460449186,-7.521194642334741
2024-08-19,-7.663977474896019,-7.316513380554605,21,-7.382728814230477,33,-7.4234274589461275,47,-7.321442316572106,21,-7.393521780787231,-7.502709955124675
2024-08-20,-6.851098731240136,-7.7021617636380135,21,-7.677316570754278,34,-7.669976823304791,47,-7.701850036404846,21,-7.475257310818828,-7.497464885840833
2024-08-21,-8.299722443510342,-7.754496867471324,21,-7.816022331109367,33,-7.887221738039917,48,-7.758308308500935,22,-7.788223106913787,-7.594787217666076
2024-08-22,-8.590906417273768,-8.123094745412912,22,-8.250977715614388,32,-8.342488649298142,47,-8.132827439809898,22,-8.293059322417495,-7.681116098654067
2024-08-23,-7.848062431939034,-7.411174204696504,23,-7.437006851420792,34,-7.375577059728366,46,-7.4129485876381835,24,-7.285423153069357,-7.441015651149762
2024-08-24,-6.578074293173222,-7.373755366926674,23,-7.34817911254416,34,-7.285606155805216,47,-7.374912282700032,24,-7.167796698385142,-7.378926989362233
2024-08-25,-6.625319225980788,-7.486683925804713,22,-7.418381508940466,34,-7.370018791692097,47,-7.482144465716045,24,-7.051199705850978,-7.323091337539261
2024-08-26,-7.220716390846805,-6.8204067026330435,22,-6.755158023321032,34,-6.734526600865477,47,-6.813971196673575,24,-6.906269484234755,-7.279334831849377
2024-08-27,-7.355348084977686,-7.465984843304251,23,-7.421060369460688,33,-7.438572301805609,48,-7.463421474466956,24,-7.569325261750014,-7.4543879122843
2024-08-28,-9.250891127347398,-7.436405701177326,24,-7.51777770929528,33,-7.623433763193553,48,-7.437081831016285,24,-7.817987460410666,-7.54853479516222
2024-08-29,-7.427050700993551,-7.578049081559684,25,-7.6174817455436505,36,-7.629760034729989,50,-7.581767238109642,26,-7.748761062053606,-7.496716748427043
2024-08-30,-7.578986184704846,-7.258349004437259,24,-7.299654178140897,36,-7.346716011240538,48,-7.261020816081213,27,-7.610375927008082,-7.489883229838869
2024-08-31,-7.813351757199836,-7.540389953687074,26,-7.550353010334675,35,-7.5176664192435485,50,-7.541337422210456,27,-7.540460379358756,-7.514221981156721
2024-09-01,-6.5034602127886165,-7.454155588992251,25,-7.450325781570171,34,-7.433013108462813,47,-7.453838606249478,25,-7.375298390094814,-7.563381191002734
