date,HASH_RATE,DIFFICULTY,MINERS_REV_USD,TX_COUNT,UNIQUE_ADDR,FEES_USD,AVG_BLOCK_SIZE_MB,MED_CONFIRM_TIME,EST_TX_VOL_USD,FEES_USD_PER_TX,AVG_TX_VALUE_USD
2023-12-25,612085087.5512694,72006146478567.25,60254531.70180586,625531.0,572121.0,14228006.701805843,1.7013262500000004,6.383333333333334,2721717821.8728905,22.74548615784964,4351.051861335234
2023-12-26,612085087.5512694,72006146478567.25,44429205.61532214,553693.0,572121.0,7179386.865322138,1.765703942446043,6.383333333333334,2721717821.8728905,12.9663674009282,4915.57202614606
2023-12-27,612085087.5512694,72006146478567.25,44429205.61532214,553693.0,572121.0,7179386.865322138,1.765703942446043,6.383333333333334,2721717821.8728905,12.9663674009282,4915.57202614606
2023-12-28,433112839.72926086,72006146478567.0,44429205.61532214,553693.0,572121.0,7179386.865322138,1.765703942446043,11.783333333333333,2721717821.8728905,12.9663674009282,4915.57202614606
2023-12-29,433112839.72926086,72006146478567.0,44429205.61532214,553693.0,703116.0,7179386.865322138,1.765703942446043,11.783333333333333,7532430670.960343,12.9663674009282,13603.983924233002
2023-12-30,433112839.72926086,72006146478567.0,49356320.35824165,533823.0,703116.0,11148307.85824163,1.6254269241379316,11.783333333333333,7532430670.960343,20.883903200577027,14110.352440716011
2023-12-31,433112839.72926086,72006146478567.0,49356320.35824165,533823.0,703116.0,11148307.85824163,1.6254269241379316,11.783333333333333,7532430670.960343,20.883903200577027,14110.352440716011
2024-01-01,554813968.2482265,72006146478567.17,49356320.35824165,533823.0,703116.0,11148307.85824163,1.6254269241379316,14.283333333333333,7532430670.960343,20.883903200577027,14110.352440716011
2024-01-02,554813968.2482265,72006146478567.17,49356320.35824165,533823.0,550846.0,11148307.85824163,1.6254269241379316,14.283333333333333,6587808088.354585,20.883903200577027,12340.809759704218
2024-01-03,554813968.2482265,72006146478567.17,49942736.51560193,502749.0,550846.0,6429705.26560192,1.7714657531645563,14.283333333333333,6587808088.354585,12.789096080950772,13103.572733818635
2024-01-04,554813968.2482265,72006146478567.17,49942736.51560193,502749.0,550846.0,6429705.26560192,1.7714657531645563,14.283333333333333,6587808088.354585,12.789096080950772,13103.572733818635
2024-01-05,493963403.98874366,72006146478567.08,49942736.51560193,502749.0,550846.0,6429705.26560192,1.7714657531645563,8.333333333333334,6587808088.354585,12.789096080950772,13103.572733818635
2024-01-06,493963403.98874366,72006146478567.08,49942736.51560193,502749.0,572161.0,6429705.26560192,1.7714657531645563,8.333333333333334,3514058610.2708097,12.789096080950772,6989.6879163773765
2024-01-07,493963403.98874366,72006146478567.08,35888603.51598232,348688.0,572161.0,3364978.51598233,1.776827237288136,8.333333333333334,3514058610.2708097,9.6503995433807,10077.945355936567
2024-01-08,493963403.98874366,72006146478567.08,35888603.51598232,348688.0,572161.0,3364978.51598233,1.776827237288136,8.333333333333334,3514058610.2708097,9.6503995433807,10077.945355936567
2024-01-09,553078468.1633366,73197634206448.0,35888603.51598232,348688.0,572161.0,3364978.51598233,1.776827237288136,9.025,3514058610.2708097,9.6503995433807,10077.945355936567
2024-01-10,553078468.1633366,73197634206448.0,35888603.51598232,348688.0,605995.0,3364978.51598233,1.776827237288136,9.025,8570243218.40498,9.6503995433807,24578.543621819448
2024-01-11,553078468.1633366,73197634206448.0,55090803.641925655,449075.0,605995.0,4716184.891925627,1.5768140982658962,9.025,8570243218.40498,10.501998311920342,19084.213591059353
2024-01-12,553078468.1633366,73197634206448.0,55090803.641925655,449075.0,605995.0,4716184.891925627,1.5768140982658962,9.025,8570243218.40498,10.501998311920342,19084.213591059353
2024-01-13,578549187.0919114,73197634206448.0,55090803.641925655,449075.0,605995.0,4716184.891925627,1.5768140982658962,5.683333333333334,8570243218.40498,10.501998311920342,19084.213591059353
2024-01-14,578549187.0919114,73197634206448.0,55090803.641925655,449075.0,616604.0,4716184.891925627,1.5768140982658962,5.683333333333334,2706190809.4012694,10.501998311920342,6026.144428884417
