date,RV,log_RV,y_h1,y_h3,y_h5,y_h7
2021-02-21 00:00:00+00:00,0.0010645065446380825,-6.845243924623734,-5.112240014494727,-5.236613152963265,-5.022271748100689,-5.409775529916096
2021-02-22 00:00:00+00:00,0.006022577141579242,-5.112240014494727,-3.9431210593676824,-5.606515540094866,-5.8034820193702545,-6.093929023480801
2021-02-23 00:00:00+00:00,0.019387610335743946,-3.9431210593676824,-5.236613152963265,-5.022271748100689,-5.409775529916096,-5.921645939234876
2021-02-24 00:00:00+00:00,0.005318238427291909,-5.236613152963265,-5.606515540094866,-5.8034820193702545,-6.093929023480801,-6.1358611759403265
2021-02-25 00:00:00+00:00,0.003673848457320005,-5.606515540094866,-5.022271748100689,-5.409775529916096,-5.921645939234876,-5.587802079776734
2021-02-26 00:00:00+00:00,0.00658953991685985,-5.022271748100689,-5.8034820193702545,-6.093929023480801,-6.1358611759403265,-5.922883022317701
2021-02-27 00:00:00+00:00,0.0030170310725552906,-5.8034820193702545,-5.409775529916096,-5.921645939234876,-5.587802079776734,-6.770536396684367
2021-02-28 00:00:00+00:00,0.004472644072466056,-5.409775529916096,-6.093929023480801,-6.1358611759403265,-5.922883022317701,-6.516605696148281
2021-03-01 00:00:00+00:00,0.0022565255319303007,-6.093929023480801,-5.921645939234876,-5.587802079776734,-6.770536396684367,-6.4746130101461095
2021-03-02 00:00:00+00:00,0.0026807841348936616,-5.921645939234876,-6.1358611759403265,-5.922883022317701,-6.516605696148281,-6.673280781325947
2021-03-03 00:00:00+00:00,0.0021638609492801663,-6.1358611759403265,-5.587802079776734,-6.770536396684367,-6.4746130101461095,-6.0645551533827575
2021-03-04 00:00:00+00:00,0.0037432461852654666,-5.587802079776734,-5.922883022317701,-6.516605696148281,-6.673280781325947,-6.137376222921432
2021-03-05 00:00:00+00:00,0.002677469832646739,-5.922883022317701,-6.770536396684367,-6.4746130101461095,-6.0645551533827575,-6.134876314684589
2021-03-06 00:00:00+00:00,0.0011470791953746566,-6.770536396684367,-6.516605696148281,-6.673280781325947,-6.137376222921432,-6.309514410365222
2021-03-07 00:00:00+00:00,0.0014786796809684202,-6.516605696148281,-6.4746130101461095,-6.0645551533827575,-6.134876314684589,-6.881681018676234
2021-03-08 00:00:00+00:00,0.001542095596240702,-6.4746130101461095,-6.673280781325947,-6.137376222921432,-6.309514410365222,-5.516464545892686
2021-03-09 00:00:00+00:00,0.0012642442298336212,-6.673280781325947,-6.0645551533827575,-6.134876314684589,-6.881681018676234,-5.878933186142003
2021-03-10 00:00:00+00:00,0.0023237915144330465,-6.0645551533827575,-6.137376222921432,-6.309514410365222,-5.516464545892686,-6.239009417221039
2021-03-11 00:00:00+00:00,0.0021605850804541082,-6.137376222921432,-6.134876314684589,-6.881681018676234,-5.878933186142003,-6.512668783112046
2021-03-12 00:00:00+00:00,0.0021659931018577928,-6.134876314684589,-6.309514410365222,-5.516464545892686,-6.239009417221039,-6.461464336640074
2021-03-13 00:00:00+00:00,0.0018189162706852714,-6.309514410365222,-6.881681018676234,-5.878933186142003,-6.512668783112046,-7.1885428393606565
2021-03-14 00:00:00+00:00,0.0010264171666962327,-6.881681018676234,-5.516464545892686,-6.239009417221039,-6.461464336640074,-6.720613194943325
2021-03-15 00:00:00+00:00,0.004020035497599992,-5.516464545892686,-5.878933186142003,-6.512668783112046,-7.1885428393606565,-6.252962800243177
2021-03-16 00:00:00+00:00,0.0027977683806251806,-5.878933186142003,-6.239009417221039,-6.461464336640074,-6.720613194943325,-6.511402686666002
2021-03-17 00:00:00+00:00,0.0019517879721154732,-6.239009417221039,-6.512668783112046,-7.1885428393606565,-6.252962800243177,-5.899205582041562
2021-03-18 00:00:00+00:00,0.0014845125885759533,-6.512668783112046,-6.461464336640074,-6.720613194943325,-6.511402686666002,-5.753061529849327
2021-03-19 00:00:00+00:00,0.0015625059985640863,-6.461464336640074,-7.1885428393606565,-6.252962800243177,-5.899205582041562,-6.673102453962387
2021-03-20 00:00:00+00:00,0.0007551887494526492,-7.1885428393606565,-6.720613194943325,-6.511402686666002,-5.753061529849327,-6.883571840875817
2021-03-21 00:00:00+00:00,0.0012057985966139892,-6.720613194943325,-6.252962800243177,-5.899205582041562,-6.673102453962387,-7.0810398377855694
2021-03-22 00:00:00+00:00,0.0019247430498238111,-6.252962800243177,-6.511402686666002,-5.753061529849327,-6.883571840875817,-6.69481266609774
2021-03-23 00:00:00+00:00,0.0014863933150290295,-6.511402686666002,-5.899205582041562,-6.673102453962387,-7.0810398377855694,-7.185390190765116
2021-03-24 00:00:00+00:00,0.0027416219465891665,-5.899205582041562,-5.753061529849327,-6.883571840875817,-6.69481266609774,-6.4935190668469405
2021-03-25 00:00:00+00:00,0.0031730515179334918,-5.753061529849327,-6.673102453962387,-7.0810398377855694,-7.185390190765116,-7.351175585916697
2021-03-26 00:00:00+00:00,0.0012644696992772904,-6.673102453962387,-6.883571840875817,-6.69481266609774,-6.4935190668469405,-7.520213886641505
2021-03-27 00:00:00+00:00,0.0010244782280013599,-6.883571840875817,-7.0810398377855694,-7.185390190765116,-7.351175585916697,-7.118038194561401
2021-03-28 00:00:00+00:00,0.0008408982947832086,-7.0810398377855694,-6.69481266609774,-6.4935190668469405,-7.520213886641505,-7.473587288724318
2021-03-29 00:00:00+00:00,0.0012373136423450633,-6.69481266609774,-7.185390190765116,-7.351175585916697,-7.118038194561401,-7.426289316834481
2021-03-30 00:00:00+00:00,0.0007575733511366225,-7.185390190765116,-6.4935190668469405,-7.520213886641505,-7.473587288724318,-7.470005020775109
2021-03-31 00:00:00+00:00,0.0015132145233057257,-6.4935190668469405,-7.351175585916697,-7.118038194561401,-7.426289316834481,-6.571199709340071
2021-04-01 00:00:00+00:00,0.0006418373806846415,-7.351175585916697,-7.520213886641505,-7.473587288724318,-7.470005020775109,-7.434153785209244
2021-04-02 00:00:00+00:00,0.0005420166223315692,-7.520213886641505,-7.118038194561401,-7.426289316834481,-6.571199709340071,-7.844696172687213
2021-04-03 00:00:00+00:00,0.000810354950495715,-7.118038194561401,-7.473587288724318,-7.470005020775109,-7.434153785209244,-6.998583155692444
2021-04-04 00:00:00+00:00,0.000567887461244698,-7.473587288724318,-7.426289316834481,-6.571199709340071,-7.844696172687213,-7.275811204568874
2021-04-05 00:00:00+00:00,0.0005953927307275127,-7.426289316834481,-7.470005020775109,-7.434153785209244,-6.998583155692444,-7.2467169526041495
2021-04-06 00:00:00+00:00,0.0005699254344030369,-7.470005020775109,-6.571199709340071,-7.844696172687213,-7.275811204568874,-6.764264349274177
2021-04-07 00:00:00+00:00,0.0014001166700904038,-6.571199709340071,-7.434153785209244,-6.998583155692444,-7.2467169526041495,-6.248185077573448
2021-04-08 00:00:00+00:00,0.0005907286477242989,-7.434153785209244,-7.844696172687213,-7.275811204568874,-6.764264349274177,-7.305658417549339
2021-04-09 00:00:00+00:00,0.00039182463606714045,-7.844696172687213,-6.998583155692444,-7.2467169526041495,-6.248185077573448,-6.5745093420834655
2021-04-10 00:00:00+00:00,0.0009131748750367161,-6.998583155692444,-7.275811204568874,-6.764264349274177,-7.305658417549339,-7.050314553482103
2021-04-11 00:00:00+00:00,0.0006920784747115913,-7.275811204568874,-7.2467169526041495,-6.248185077573448,-6.5745093420834655,-4.506938904469394
2021-04-12 00:00:00+00:00,0.0007125097554841387,-7.2467169526041495,-6.764264349274177,-7.305658417549339,-7.050314553482103,-6.205647303560483
2021-04-13 00:00:00+00:00,0.0011542963399547124,-6.764264349274177,-6.248185077573448,-6.5745093420834655,-4.506938904469394,-6.189646724966914
2021-04-14 00:00:00+00:00,0.0019339609410606523,-6.248185077573448,-7.305658417549339,-7.050314553482103,-6.205647303560483,-6.441314775295393
2021-04-15 00:00:00+00:00,0.0006717270879592794,-7.305658417549339,-6.5745093420834655,-4.506938904469394,-6.189646724966914,-5.5751734082542646
2021-04-16 00:00:00+00:00,0.001395490457865752,-6.5745093420834655,-7.050314553482103,-6.205647303560483,-6.441314775295393,-5.3021790157840405
2021-04-17 00:00:00+00:00,0.000867136152706985,-7.050314553482103,-4.506938904469394,-6.189646724966914,-5.5751734082542646,-6.340287666250328
2021-04-18 00:00:00+00:00,0.011032179094181568,-4.506938904469394,-6.205647303560483,-6.441314775295393,-5.3021790157840405,-6.342997855593551
2021-04-19 00:00:00+00:00,0.0020180021249444173,-6.205647303560483,-6.189646724966914,-5.5751734082542646,-6.340287666250328,-5.956330209904419
2021-04-20 00:00:00+00:00,0.002050551032817903,-6.189646724966914,-6.441314775295393,-5.3021790157840405,-6.342997855593551,-6.972342128170887
2021-04-21 00:00:00+00:00,0.0015943091427441615,-6.441314775295393,-5.5751734082542646,-6.340287666250328,-5.956330209904419,-6.6086202410282855
2021-04-22 00:00:00+00:00,0.0037908181649891643,-5.5751734082542646,-5.3021790157840405,-6.342997855593551,-6.972342128170887,-6.778937788160419
2021-04-23 00:00:00+00:00,0.004980728985714821,-5.3021790157840405,-6.340287666250328,-5.956330209904419,-6.6086202410282855,-6.90628954183801
2021-04-24 00:00:00+00:00,0.0017637947786180762,-6.340287666250328,-6.342997855593551,-6.972342128170887,-6.778937788160419,-7.2202009298275085
2021-04-25 00:00:00+00:00,0.0017590210326024923,-6.342997855593551,-5.956330209904419,-6.6086202410282855,-6.90628954183801,-7.210586172577963
2021-04-26 00:00:00+00:00,0.00258939710000081,-5.956330209904419,-6.972342128170887,-6.778937788160419,-7.2202009298275085,-6.841547167381836
2021-04-27 00:00:00+00:00,0.0009374546925468154,-6.972342128170887,-6.6086202410282855,-6.90628954183801,-7.210586172577963,-6.183429812217412
2021-04-28 00:00:00+00:00,0.001348691734748972,-6.6086202410282855,-6.778937788160419,-7.2202009298275085,-6.841547167381836,-6.395065257515653
2021-04-29 00:00:00+00:00,0.0011374825032228796,-6.778937788160419,-6.90628954183801,-7.210586172577963,-6.183429812217412,-6.359263172275639
2021-04-30 00:00:00+00:00,0.0010014668108618355,-6.90628954183801,-7.2202009298275085,-6.841547167381836,-6.395065257515653,-6.583643884001245
2021-05-01 00:00:00+00:00,0.0007316553917181422,-7.2202009298275085,-7.210586172577963,-6.183429812217412,-6.359263172275639,-6.63090051207125
2021-05-02 00:00:00+00:00,0.0007387240077692419,-7.210586172577963,-6.841547167381836,-6.395065257515653,-6.583643884001245,-6.7426865600083525
2021-05-03 00:00:00+00:00,0.0010684490496718755,-6.841547167381836,-6.183429812217412,-6.359263172275639,-6.63090051207125,-5.88506398595272
2021-05-04 00:00:00+00:00,0.0020633388388333097,-6.183429812217412,-6.395065257515653,-6.583643884001245,-6.7426865600083525,-6.434299125791276
2021-05-05 00:00:00+00:00,0.0016697768936174851,-6.395065257515653,-6.359263172275639,-6.63090051207125,-5.88506398595272,-5.4772630791132615
2021-05-06 00:00:00+00:00,0.0017306414257610078,-6.359263172275639,-6.583643884001245,-6.7426865600083525,-6.434299125791276,-4.792057864697427
2021-05-07 00:00:00+00:00,0.0013828013346686813,-6.583643884001245,-6.63090051207125,-5.88506398595272,-5.4772630791132615,-6.273104550690027
2021-05-08 00:00:00+00:00,0.0013189747973395233,-6.63090051207125,-6.7426865600083525,-6.434299125791276,-4.792057864697427,-5.734130705989992
2021-05-09 00:00:00+00:00,0.001179474167180983,-6.7426865600083525,-5.88506398595272,-5.4772630791132615,-6.273104550690027,-5.280479723278875
2021-05-10 00:00:00+00:00,0.002780668294923069,-5.88506398595272,-6.434299125791276,-4.792057864697427,-5.734130705989992,-4.908291416283867
2021-05-11 00:00:00+00:00,0.0016055335842333027,-6.434299125791276,-5.4772630791132615,-6.273104550690027,-5.280479723278875,-5.407234493886848
2021-05-12 00:00:00+00:00,0.004180756452367953,-5.4772630791132615,-4.792057864697427,-5.734130705989992,-4.908291416283867,-2.6537011471080563
2021-05-13 00:00:00+00:00,0.00829536905708765,-4.792057864697427,-6.273104550690027,-5.280479723278875,-5.407234493886848,-4.323918500524957
2021-05-14 00:00:00+00:00,0.0018863631720987665,-6.273104550690027,-5.734130705989992,-4.908291416283867,-2.6537011471080563,-4.029374106131355
2021-05-15 00:00:00+00:00,0.0032336921751324275,-5.734130705989992,-5.280479723278875,-5.407234493886848,-4.323918500524957,-4.927744861403764
2021-05-16 00:00:00+00:00,0.005089988419980001,-5.280479723278875,-4.908291416283867,-2.6537011471080563,-4.029374106131355,-4.090619124583782
2021-05-17 00:00:00+00:00,0.0073850956111086614,-4.908291416283867,-5.407234493886848,-4.323918500524957,-4.927744861403764,-4.717109142180244
2021-05-18 00:00:00+00:00,0.004484023674068524,-5.407234493886848,-2.6537011471080563,-4.029374106131355,-4.090619124583782,-5.281639514549662
2021-05-19 00:00:00+00:00,0.07039020583754288,-2.6537011471080563,-4.323918500524957,-4.927744861403764,-4.717109142180244,-5.684120479027034
2021-05-20 00:00:00+00:00,0.013247869915066188,-4.323918500524957,-4.029374106131355,-4.090619124583782,-5.281639514549662,-5.653282733012774
2021-05-21 00:00:00+00:00,0.01778545827900904,-4.029374106131355,-4.927744861403764,-4.717109142180244,-5.684120479027034,-5.122321801391332
2021-05-22 00:00:00+00:00,0.0072428184363967085,-4.927744861403764,-4.090619124583782,-5.281639514549662,-5.653282733012774,-5.24612355651514
2021-05-23 00:00:00+00:00,0.016728873094110617,-4.090619124583782,-4.717109142180244,-5.684120479027034,-5.122321801391332,-5.965684102886899
2021-05-24 00:00:00+00:00,0.008940988349320122,-4.717109142180244,-5.281639514549662,-5.653282733012774,-5.24612355651514,-5.905292922218843
2021-05-25 00:00:00+00:00,0.005084088517829783,-5.281639514549662,-5.684120479027034,-5.122321801391332,-5.965684102886899,-5.95257533569989
2021-05-26 00:00:00+00:00,0.0033995218849519337,-5.684120479027034,-5.653282733012774,-5.24612355651514,-5.905292922218843,-6.693718476305948
2021-05-27 00:00:00+00:00,0.003505988637721352,-5.653282733012774,-5.122321801391332,-5.965684102886899,-5.95257533569989,-6.72565998866149
2021-05-28 00:00:00+00:00,0.005962163850932329,-5.122321801391332,-5.24612355651514,-5.905292922218843,-6.693718476305948,-5.961446363972665
2021-05-29 00:00:00+00:00,0.005267899584427877,-5.24612355651514,-5.965684102886899,-5.95257533569989,-6.72565998866149,-5.926583517775092
2021-05-30 00:00:00+00:00,0.0025652890843062613,-5.965684102886899,-5.905292922218843,-6.693718476305948,-5.961446363972665,-6.764721979322988
2021-05-31 00:00:00+00:00,0.0027249834546162594,-5.905292922218843,-5.95257533569989,-6.72565998866149,-5.926583517775092,-6.275096781053843
2021-06-01 00:00:00+00:00,0.002599138237308154,-5.95257533569989,-6.693718476305948,-5.961446363972665,-6.764721979322988,-5.648938468200638
2021-06-02 00:00:00+00:00,0.0012386682392607653,-6.693718476305948,-6.72565998866149,-5.926583517775092,-6.275096781053843,-5.340067696388502
2021-06-03 00:00:00+00:00,0.0011997285099476247,-6.72565998866149,-5.961446363972665,-6.764721979322988,-5.648938468200638,-5.624416669259783
2021-06-04 00:00:00+00:00,0.0025761831765452356,-5.961446363972665,-5.926583517775092,-6.275096781053843,-5.340067696388502,-6.238993586153708
2021-06-05 00:00:00+00:00,0.0026675801772878607,-5.926583517775092,-6.764721979322988,-5.648938468200638,-5.624416669259783,-6.146123845332967
2021-06-06 00:00:00+00:00,0.0011537682201148295,-6.764721979322988,-6.275096781053843,-5.340067696388502,-6.238993586153708,-6.206742528362408
2021-06-07 00:00:00+00:00,0.0018826088430939911,-6.275096781053843,-5.648938468200638,-5.624416669259783,-6.146123845332967,-6.240280807963397
2021-06-08 00:00:00+00:00,0.0035212527123814133,-5.648938468200638,-5.340067696388502,-6.238993586153708,-6.206742528362408,-6.488633366449561
2021-06-09 00:00:00+00:00,0.004795546057158622,-5.340067696388502,-5.624416669259783,-6.146123845332967,-6.240280807963397,-6.4664902494954255
2021-06-10 00:00:00+00:00,0.003608667567890021,-5.624416669259783,-6.238993586153708,-6.206742528362408,-6.488633366449561,-6.72421145523518
2021-06-11 00:00:00+00:00,0.0019518188712468753,-6.238993586153708,-6.146123845332967,-6.240280807963397,-6.4664902494954255,-6.280574021578634
2021-06-12 00:00:00+00:00,0.002141767522414323,-6.146123845332967,-6.206742528362408,-6.488633366449561,-6.72421145523518,-6.390741855332011
2021-06-13 00:00:00+00:00,0.0020157931688383093,-6.206742528362408,-6.240280807963397,-6.4664902494954255,-6.280574021578634,-6.297061465797526
2021-06-14 00:00:00+00:00,0.001949308063755725,-6.240280807963397,-6.488633366449561,-6.72421145523518,-6.390741855332011,-4.868719032439872
2021-06-15 00:00:00+00:00,0.001520625725823837,-6.488633366449561,-6.4664902494954255,-6.280574021578634,-6.297061465797526,-4.83805370966907
2021-06-16 00:00:00+00:00,0.0015546726808494103,-6.4664902494954255,-6.72421145523518,-6.390741855332011,-4.868719032439872,-5.541447316245484
2021-06-17 00:00:00+00:00,0.0012014676160708158,-6.72421145523518,-6.280574021578634,-6.297061465797526,-4.83805370966907,-6.148459250120123
2021-06-18 00:00:00+00:00,0.0018723255294403394,-6.280574021578634,-6.390741855332011,-4.868719032439872,-5.541447316245484,-5.577159633189462
2021-06-19 00:00:00+00:00,0.0016770116387771787,-6.390741855332011,-6.297061465797526,-4.83805370966907,-6.148459250120123,-5.500157235679467
2021-06-20 00:00:00+00:00,0.0018417087564243776,-6.297061465797526,-4.868719032439872,-5.541447316245484,-5.577159633189462,-5.920742971362418
2021-06-21 00:00:00+00:00,0.007683200917123005,-4.868719032439872,-4.83805370966907,-6.148459250120123,-5.500157235679467,-6.52070513108979
2021-06-22 00:00:00+00:00,0.007922458459303347,-4.83805370966907,-5.541447316245484,-5.577159633189462,-5.920742971362418,-6.407670264535286
2021-06-23 00:00:00+00:00,0.003920848021736524,-5.541447316245484,-6.148459250120123,-5.500157235679467,-6.52070513108979,-6.441813216695558
2021-06-24 00:00:00+00:00,0.0021367714644667463,-6.148459250120123,-5.577159633189462,-5.920742971362418,-6.407670264535286,-6.211455883173566
2021-06-25 00:00:00+00:00,0.0037832962200332874,-5.577159633189462,-5.500157235679467,-6.52070513108979,-6.441813216695558,-6.7185918173577495
2021-06-26 00:00:00+00:00,0.00408612890169621,-5.500157235679467,-5.920742971362418,-6.407670264535286,-6.211455883173566,-7.257052361084152
2021-06-27 00:00:00+00:00,0.0026832058900603762,-5.920742971362418,-6.52070513108979,-6.441813216695558,-6.7185918173577495,-7.581726658349804
2021-06-28 00:00:00+00:00,0.0014726303377291658,-6.52070513108979,-6.407670264535286,-6.211455883173566,-7.257052361084152,-6.737830356378833
2021-06-29 00:00:00+00:00,0.0016488614407851674,-6.407670264535286,-6.441813216695558,-6.7185918173577495,-7.581726658349804,-6.455634649319964
2021-06-30 00:00:00+00:00,0.0015935146710774925,-6.441813216695558,-6.211455883173566,-7.257052361084152,-6.737830356378833,-7.106696353395628
2021-07-01 00:00:00+00:00,0.0020063143764070795,-6.211455883173566,-6.7185918173577495,-7.581726658349804,-6.455634649319964,-6.492530601586874
2021-07-02 00:00:00+00:00,0.0012082384359594486,-6.7185918173577495,-7.257052361084152,-6.737830356378833,-7.106696353395628,-7.112441041001887
2021-07-03 00:00:00+00:00,0.0007051836007211988,-7.257052361084152,-7.581726658349804,-6.455634649319964,-6.492530601586874,-7.333843171452337
2021-07-04 00:00:00+00:00,0.0005096804178583752,-7.581726658349804,-6.737830356378833,-7.106696353395628,-7.112441041001887,-7.572699939260842
2021-07-05 00:00:00+00:00,0.0011852158640583076,-6.737830356378833,-6.455634649319964,-6.492530601586874,-7.333843171452337,-7.292895794378275
2021-07-06 00:00:00+00:00,0.0015716415227292903,-6.455634649319964,-7.106696353395628,-7.112441041001887,-7.572699939260842,-7.247493421724691
2021-07-07 00:00:00+00:00,0.0008195981862139223,-7.106696353395628,-6.492530601586874,-7.333843171452337,-7.292895794378275,-6.724578204674661
2021-07-08 00:00:00+00:00,0.0015147110227910585,-6.492530601586874,-7.112441041001887,-7.572699939260842,-7.247493421724691,-6.762951785266671
2021-07-09 00:00:00+00:00,0.0008149033487643349,-7.112441041001887,-7.333843171452337,-7.292895794378275,-6.724578204674661,-6.977119660500528
2021-07-10 00:00:00+00:00,0.0006530589396346548,-7.333843171452337,-7.572699939260842,-7.247493421724691,-6.762951785266671,-7.301222172704745
2021-07-11 00:00:00+00:00,0.0005143019872478167,-7.572699939260842,-7.292895794378275,-6.724578204674661,-6.977119660500528,-7.534268453952097
