day,EMA10,EMA30,EMA200,RSI14,MOM10,ROC10,ATR14,BB_WIDTH,OBV,STOCH_K
2021-01-17,36152.2806723961,36148.163897348844,36675.286122780824,45.317003936028655,-212.41999999999825,-0.005866756519385508,183.52357142857156,0.01585478571698721,18793.792383000033,16.375862068966068
2021-01-18,36081.437956072245,36217.43732151793,35859.56744612299,33.82746564553091,-431.3899999999994,-0.011897131825703289,220.98714285714127,0.024218829873804342,19714.956091000015,35.39291944136651
2021-01-19,36576.9557271278,36409.44588709649,36156.259884943516,64.65703425337992,123.48999999999796,0.0033825666748292793,125.76857142857158,0.018054315314833782,21283.848009000005,71.08115043723701
2021-01-20,36240.330100871135,36406.308971462546,36722.97313450877,14.791843812000948,-595.5900000000038,-0.016323312251898536,156.7635714285721,0.022349396724470755,21187.869123999993,5.235446056030219
2021-01-21,35456.07101888736,35209.24015028771,35080.957666277165,67.77890227291746,613.9500000000044,0.01761476639310877,176.1364285714288,0.034364114750625396,19177.741589999994,76.85088514358524
2021-01-22,30987.57561199725,31121.46170868388,32222.25776801675,50.84491561871645,-278.90999999999985,-0.008959800880463997,347.02071428571435,0.041092655846052845,1235.8155960000167,27.272269246271772
2021-01-23,32966.878921400705,33127.6060641252,32561.87852771408,40.34024604569425,60.94999999999709,0.0018534725774246308,222.90357142857076,0.027474078242383092,-324.7076609999838,52.51750967166631
2021-01-24,32026.484786290315,32084.468514495842,32204.283966217026,49.56858965533064,102.27999999999884,0.003198676996170713,135.3157142857139,0.012000547454289315,-4753.270301999982,69.8986808301825
2021-01-25,32194.283694166345,32042.97644193648,32032.462922094415,52.375634517766514,76.09000000000015,0.0023642322024646223,133.74357142857065,0.0167870847367187,-4864.967469999989,69.02549911049661
2021-01-26,32398.31811775018,32540.276043764126,33230.01887161452,42.43595133290467,-207.1899999999987,-0.006382659522589762,199.2535714285719,0.015471827584609727,-3477.3189529999872,11.762083110398137
2021-01-27,32545.313480517656,32409.200638649636,32107.85124043983,56.04317989588694,-187.14999999999782,-0.0057311425047128495,157.09428571428649,0.02686844670058455,-9192.879768999992,34.010985817251886
2021-01-28,30337.697404671955,30533.365323968254,30831.208189683664,43.55680917525296,-86.09999999999854,-0.002827377287392463,222.19642857142858,0.027871986024593162,-20136.330033999973,43.84974335044343
2021-01-29,33391.44264542058,33281.47066343624,32259.335232863956,52.54861946606162,-81.59999999999854,-0.0024397200779991968,175.97571428571504,0.01793479173611588,-12691.40201099994,44.70566505712541
2021-01-30,34192.73472425938,34384.298985542264,35033.22457196394,43.95477638397652,274.6100000000006,0.008082091755183374,305.6421428571427,0.040532242574807024,-13721.56221099993,58.73280932577412
2021-01-31,34320.29988269639,34382.785488201844,34223.59598984765,30.858730768362108,-203.29000000000087,-0.0058982474699104115,122.68285714285905,0.01813242943710465,-16783.41788299995,21.132221791391647
2021-02-01,33105.84254909129,32985.56903115891,33162.1981424975,56.3069821119448,-59.07999999999447,-0.001782091369284311,125.60642857142842,0.01211744429975417,-18694.875776999947,54.232848935451926
2021-02-02,33545.10119466493,33622.80608662245,33698.35197510719,42.44382201285904,-137.98999999999796,-0.004098993713232524,102.10928571428511,0.008949880201688253,-15493.767326999961,28.350729450836543
2021-02-03,35567.958879673984,35599.75643426447,35063.087952421985,42.10083697088606,-124.18000000000029,-0.003489141179002675,125.60000000000011,0.00842386175275391,-8088.368040999945,0.08450704225280378
2021-02-04,37491.36100161984,37370.83422181875,36753.38411267836,65.341081700852,304.5400000000009,0.008161475765476656,129.27499999999887,0.012102279982360117,-3986.6963659999465,89.82112535181895
2021-02-05,37077.9592217634,37213.958504862596,37279.91294524224,36.092863365590674,-321.3999999999942,-0.008626321391934866,155.25142857142887,0.013047686351297633,-3276.5629879999465,17.553693323715105
2021-02-06,38012.08542559192,37898.034438518844,37725.177126604605,80.46279952607833,321.5400000000009,0.008468554361882319,91.73142857142946,0.012263045978136409,1075.7943630000527,96.68076222155346
2021-02-07,39363.31131070454,39701.250616006866,39871.32852720822,12.232534158288914,-514.0599999999977,-0.0129482884562101,215.42214285714206,0.04463832784103778,2168.3026260000506,13.72508192862715
2021-02-08,38885.122842661134,38720.52902675107,38593.08589182129,66.7376754228141,-78.11000000000058,-0.002009322474262887,133.26857142857156,0.024573333066235326,-1805.1872869999488,45.5250905328513
2021-02-09,45962.818527085925,45198.0146828872,42643.06522416363,75.01560416489362,1344.6600000000035,0.029861286456358993,423.2728571428571,0.06400676362756133,18530.300091000056,81.34437192096344
2021-02-10,46506.58802416723,46682.96119771542,46476.53534253485,34.59045037395087,85.38999999999942,0.0018428821563296616,204.4471428571425,0.017225866727066413,21655.498521000067,31.354221834160636
