date,actual_y_h1,rf_val_y_h1_pred,rf_val_y_h1_m,rf_cv_y_h1_pred,rf_cv_y_h1_m
2025-02-12,-7.850939573833918,-7.286094308051546,127,-7.321612573344067,170
2025-02-13,-7.6048640411791055,-8.056906092279261,127,-8.111993826166476,170
2025-02-14,-9.31204237724052,-7.8689895297143835,127,-7.724040912605991,170
2025-02-15,-9.354075786569943,-8.171549630569626,127,-8.209153683684107,170
2025-02-16,-8.328308753403542,-8.03561292851247,127,-8.224741312832611,170
2025-02-17,-7.735386570485104,-7.469092700354721,127,-7.500315877645265,170
2025-02-18,-8.074161026658576,-7.511347180861461,127,-7.4769595202705466,170
2025-02-19,-8.388064413225592,-7.649283018986197,127,-7.647727826021749,170
2025-02-20,-7.422492670788367,-7.7118020481877965,127,-7.626172993603262,170
2025-02-21,-9.351071668633756,-7.674938824529379,127,-7.837173177216378,170
2025-02-22,-9.327182940847992,-8.251024178371505,127,-8.396799694465827,170
2025-02-23,-7.366790273234517,-8.152304860713697,127,-8.447731900863703,170
2025-02-24,-6.241011939761488,-7.485303880395434,127,-7.456891359665837,170
2025-02-25,-6.08442226100039,-6.82853184858515,127,-6.686406176645612,170
2025-02-26,-6.878853344044446,-6.928722277231861,127,-6.855101154529925,170
2025-02-27,-5.588570041559089,-7.395060632485822,127,-7.46881507755527,170
2025-02-28,-7.482186017843935,-6.845215532849948,127,-6.805178780596542,170
2025-03-01,-6.026685262486463,-7.60933460106289,127,-7.681778774734441,170
2025-03-02,-6.005721130764149,-6.5912299878205145,127,-6.485228173250636,170
2025-03-03,-5.832575425345344,-6.72130650125514,127,-6.450576044186242,170
2025-03-04,-6.528431978871631,-6.5627403694267885,127,-6.642756781561901,170
2025-03-05,-6.412729998936713,-6.906567035410105,127,-6.665905353072088,170
2025-03-06,-5.651155219226064,-6.7676378395500265,127,-6.683619222764535,170
2025-03-07,-7.82002049036847,-6.7672499727947,127,-6.763198724934151,170
2025-03-08,-7.116223896566312,-7.340475753730574,127,-7.494509649647483,170
2025-03-09,-5.949376876735946,-7.231357918581831,127,-7.19932121388211,170
2025-03-10,-6.2051256349718855,-6.402891799903018,127,-6.38539979044579,170
2025-03-11,-6.922679445707416,-6.590116338983928,127,-6.699061572095907,170
2025-03-12,-7.250092425539886,-6.87962821646769,127,-6.9784444022221495,170
2025-03-13,-7.447118934719969,-7.2539365030055185,127,-7.109469230786369,170
2025-03-14,-8.898459551988159,-7.769284680532991,127,-7.814577055517422,170
2025-03-15,-7.329432996679352,-8.172494196141287,127,-8.078376817644903,170
2025-03-16,-7.67080326390782,-7.155930245078113,127,-7.094448283682912,170
2025-03-17,-7.616041619926752,-7.334973724221244,127,-7.501605146521296,170
2025-03-18,-7.472221310413124,-7.570408065764428,127,-7.424555132243451,170
2025-03-19,-7.439639310421675,-7.749817529836935,127,-7.795731293214253,170
2025-03-20,-7.976296204139535,-7.495121715519408,127,-7.464192400239103,170
2025-03-21,-9.81200323221424,-7.909865563379622,127,-7.970155952409086,170
2025-03-22,-8.77472856117907,-8.342401483798064,127,-8.256725228587944,170
2025-03-23,-7.738805643991428,-7.662784049670611,127,-7.468779509907799,170
2025-03-24,-7.907900185694711,-7.773371146871064,127,-7.668421617941935,170
2025-03-25,-7.926440425992742,-7.671931451180261,127,-7.746331778957779,170
2025-03-26,-8.15773669999174,-7.708856004011758,127,-7.612417722865242,170
2025-03-27,-7.842789124023152,-7.653888276971578,127,-7.833061498177089,170
2025-03-28,-8.003994184702773,-7.988532872677046,127,-8.024460569995371,170
2025-03-29,-8.165887428032145,-8.227910872045076,127,-8.001328310704979,170
2025-03-30,-7.254418259891095,-7.5832630678597415,127,-7.581867186254204,170
2025-03-31,-7.756757128271761,-7.308140845198635,127,-7.343030012079774,170
2025-04-01,-6.587482790091052,-7.748912070449093,127,-7.7538682486569215,170
2025-04-02,-7.252194880144823,-6.887620444004686,127,-6.978529144878792,170
2025-04-03,-6.63516370951007,-7.311288642033573,127,-7.2577308272937975,170
2025-04-04,-8.681969956851141,-6.725687739476306,127,-6.806584501960541,170
2025-04-05,-7.188412492677708,-7.867513710112749,127,-7.626272240695207,170
2025-04-06,-5.629049006791348,-6.813864475350795,127,-6.719363080482122,170
2025-04-07,-6.933967406336497,-6.245443815741265,127,-6.32236510405607,170
2025-04-08,-5.92065466170989,-7.008142639257889,127,-7.250915286644101,170
2025-04-09,-7.031037787314499,-6.5730146128976035,127,-6.695189879476248,170
2025-04-10,-7.032090018849573,-7.017749296748092,127,-6.87457325555299,170
2025-04-11,-7.79990038655869,-7.256458020238119,127,-7.03063040488368,170
2025-04-12,-7.287263687197286,-7.903318158693097,127,-7.788010545290763,170
2025-04-13,-7.167014962280521,-7.16619367726653,127,-7.095802651181149,170
2025-04-14,-7.777788884630375,-7.199454397492901,127,-7.284771160182289,170
2025-04-15,-7.413189676387737,-7.530100369607689,127,-7.542426431153484,170
2025-04-16,-8.268721841318316,-7.636638277664889,127,-7.745964579733477,170
2025-04-17,-9.681279444888752,-8.058167413109368,127,-8.019586636052356,170
2025-04-18,-9.171548905690758,-8.530230993405114,127,-8.582898951905513,170
2025-04-19,-9.01552740253416,-7.90734861846601,127,-8.01956398979064,170
2025-04-20,-7.457356285992482,-7.816837223506546,127,-7.996515369548448,170
2025-04-21,-6.979201722253075,-7.613882935836627,127,-7.49625608508897,170
2025-04-22,-7.403345870725576,-7.2122077884254825,127,-7.475044911999202,170
2025-04-23,-8.021045389721651,-7.552622267977703,127,-7.51157536158637,170
2025-04-24,-7.797960553044787,-7.96412862827696,127,-7.964608739671966,170
2025-04-25,-8.912576429259436,-7.995127978166348,127,-8.235903852368166,170
2025-04-26,-8.579169330655771,-7.8256200737680865,127,-8.02656593572061,170
2025-04-27,-7.92097208375074,-7.688867327486812,127,-7.437555289288415,170
2025-04-28,-8.087519781534887,-7.629893981174976,127,-7.5393130182396355,170
2025-04-29,-8.023455793775357,-7.735904686815356,127,-7.811496998145847,170
2025-04-30,-8.09456339337235,-7.801122647259388,127,-7.739939789423335,170
2025-05-01,-8.294066343106515,-8.026939836392875,127,-7.99855150943969,170
2025-05-02,-9.46541060137628,-8.157873796617933,127,-8.124961964634673,170
2025-05-03,-8.596552100361416,-8.620800860876654,127,-8.502707273572678,170
2025-05-04,-8.166003817373237,-7.607636104942551,127,-7.708970369954485,170
2025-05-05,-8.013724640481898,-7.6834605183377285,127,-7.757136507263309,170
2025-05-06,-7.894201229610753,-7.80190198308143,127,-7.940405729360493,170
2025-05-07,-7.474703553304063,-8.116549918483756,127,-7.99615932260156,170
2025-05-08,-7.7544076279684,-7.682372742838612,127,-7.669025934168546,170
2025-05-09,-8.51169203750711,-7.875156129474942,127,-7.759590115555674,170
2025-05-10,-7.894756830708296,-8.120590475739634,127,-8.120222672399,170
2025-05-11,-7.171315375183232,-7.5963425496660895,127,-7.59103268381958,170
2025-05-12,-7.898122089143746,-7.3361804402207325,127,-7.286345758476761,170
2025-05-13,-8.318310440418038,-7.5856330706567086,127,-7.454905031054953,170
2025-05-14,-7.7147571999584414,-7.9394131091698945,127,-7.944619085975208,170
2025-05-15,-8.244800643227538,-8.003426384443443,127,-7.852446448736025,170
2025-05-16,-8.88548365814237,-8.215583073966439,127,-8.217979831443978,170
2025-05-17,-7.9130966647344225,-7.829845050229088,127,-7.9633141452302425,170
2025-05-18,-7.475391981698435,-7.798138310148455,127,-7.730263026737206,170
2025-05-19,-7.413492676031776,-7.448187311048501,127,-7.430451635003477,170
2025-05-20,-6.9048202411259405,-7.38757628603552,127,-7.538015218277215,170
2025-05-21,-7.5998782354004675,-7.28730322041876,127,-7.284975357169795,170
2025-05-22,-7.443883442529285,-7.889851563127042,127,-7.875010039193378,170
2025-05-23,-8.225636513265073,-7.610564307981702,127,-7.593054157861574,170
2025-05-24,-8.196992018610825,-8.069456508032216,127,-7.87102988230793,170
2025-05-25,-8.288440304342084,-7.56140333176244,127,-7.647807554971634,170
2025-05-26,-7.940076582517803,-7.4644021741216235,127,-7.436174094279105,170
2025-05-27,-8.336031186903472,-7.630666771055974,127,-7.571484183764665,170
2025-05-28,-7.769467517478563,-7.78345408630056,127,-7.819183431678721,170
2025-05-29,-7.728674501465333,-7.788569554892251,127,-8.023442681869883,170
2025-05-30,-8.421598154519437,-8.12169717895036,127,-8.037936198467795,170
2025-05-31,-8.743472246073782,-7.996932064474659,127,-7.862224493099411,170
2025-06-01,-8.184430028615092,-7.769197744452128,127,-7.774613113543358,170
2025-06-02,-8.331213911925008,-7.90552121462066,127,-7.844994420937592,170
2025-06-03,-8.71279939743139,-7.909653514524929,127,-7.935164834702891,170
2025-06-04,-7.51988335958094,-7.916838759207597,127,-8.067887919236684,170
2025-06-05,-8.345664194572562,-7.973118139239125,127,-7.992754225529536,170
2025-06-06,-9.05218826005398,-8.197760987653975,127,-8.236223433714946,170
2025-06-07,-9.384555576107418,-8.638373207122191,127,-8.638862659364236,170
2025-06-08,-7.968985833169205,-8.218466132953127,127,-8.354080241104768,170
2025-06-09,-8.125005944838898,-7.714700201927425,127,-7.730894524745424,170
2025-06-10,-8.19082610478049,-8.07921124252464,127,-7.969351876728743,170
2025-06-11,-7.927023759209108,-7.87659267128964,127,-7.907564262141475,170
2025-06-12,-7.443188684929166,-8.04634274859438,127,-7.909616660780581,170
2025-06-13,-9.05726972859608,-7.942610247466581,127,-8.11786656983269,170
2025-06-14,-8.953471985164441,-8.640223162282348,127,-8.548295873011675,170
2025-06-15,-8.110641264350848,-8.075201692983518,127,-8.118442853451846,170
2025-06-16,-7.806286485181062,-7.894298804873875,127,-8.108225096233786,170
2025-06-17,-7.866192379807445,-7.6726922496664045,127,-7.80964264293895,170
2025-06-18,-8.633468871743753,-7.858972642294757,127,-7.810155586493682,170
2025-06-19,-7.900331132706684,-7.974889986779534,127,-7.812706408906401,170
2025-06-20,-7.967196587131996,-8.14324583145639,127,-8.050418443141728,170
2025-06-21,-7.027680658640498,-7.864420872465604,127,-7.861955437767421,170
