date,actual_y_h3,rf_val_y_h3_pred,rf_val_y_h3_m,rf_cv_y_h3_pred,rf_cv_y_h3_m
2024-06-29,-8.415744212880016,-7.668494922950003,14,-7.668494922950003,14
2024-06-30,-7.590110308893971,-7.7266799855876025,14,-7.7266799855876025,14
2024-07-01,-6.7568326341271066,-7.524058519074421,14,-7.524058519074421,14
2024-07-02,-6.028709939198225,-7.882161948253813,14,-7.882161948253813,14
2024-07-03,-7.82183717488344,-7.9692155575697265,14,-7.9692155575697265,14
2024-07-04,-7.599232953126869,-7.689214787917604,14,-7.689214787917604,14
2024-07-05,-6.201600022028114,-7.8885264397213435,14,-7.8885264397213435,14
2024-07-06,-7.13201098663784,-7.577909125197322,14,-7.577909125197322,14
2024-07-07,-7.364155934126495,-7.517656807404535,14,-7.517656807404535,14
2024-07-08,-6.970855511693713,-7.229511441751555,14,-7.229511441751555,14
2024-07-09,-7.461112349654011,-7.399650157415216,14,-7.399650157415216,14
2024-07-10,-8.001579020126183,-7.748111250099791,14,-7.748111250099791,14
2024-07-11,-7.503141944073601,-7.505542846110385,14,-7.505542846110385,14
2024-07-12,-7.10151927124952,-7.827497670591824,14,-7.827497670591824,14
2024-07-13,-6.875117452289596,-7.560839033019964,14,-7.560839033019964,14
2024-07-14,-7.273310670983561,-7.315812830425704,14,-7.315812830425704,14
2024-07-15,-7.590004120123674,-7.298288885311066,14,-7.298288885311066,14
2024-07-16,-7.361953880672214,-7.612368708802799,14,-7.612368708802799,14
2024-07-17,-8.183252874840827,-7.566571473451823,14,-7.566571473451823,14
2024-07-18,-7.540508981035038,-7.63635977907249,14,-7.63635977907249,14
2024-07-19,-7.83106890907229,-7.581253393973137,14,-7.581253393973137,14
2024-07-20,-7.504319171318432,-7.521289856622539,14,-7.521289856622539,14
2024-07-21,-7.715830478728725,-7.248337063882161,14,-7.248337063882161,14
2024-07-22,-7.111101362030015,-7.669006936223485,14,-7.669006936223485,14
2024-07-23,-7.731151246587125,-7.337524877564839,14,-7.337524877564839,14
2024-07-24,-6.6745965844828605,-7.670131199931318,14,-7.670131199931318,14
2024-07-25,-8.297723232050007,-7.612619622522695,14,-7.612619622522695,14
2024-07-26,-7.220642471062432,-7.646436365130691,14,-7.646436365130691,14
2024-07-27,-7.567743991658627,-7.46547284422501,14,-7.46547284422501,14
2024-07-28,-7.537578973039193,-7.160398569041227,14,-7.160398569041227,14
2024-07-29,-7.134693601377736,-7.522873315764396,14,-7.522873315764396,14
2024-07-30,-6.728020741506768,-7.5010635406795005,14,-7.5010635406795005,14
2024-07-31,-7.102715268773577,-7.727791453623101,14,-7.727791453623101,14
2024-08-01,-6.901570663299103,-7.741088488490179,14,-7.741088488490179,14
2024-08-02,-4.331832929576587,-7.592503007260006,14,-7.592503007260006,14
2024-08-03,-6.129507554817753,-7.2388947606144916,14,-7.2388947606144916,14
2024-08-04,-6.56821202032419,-6.899808047923986,14,-6.899808047923986,14
2024-08-05,-5.881456842610719,-6.744903410611557,14,-6.744903410611557,14
2024-08-06,-6.5521594278707,-7.008022515955584,14,-7.008022515955584,14
2024-08-07,-8.164746233335169,-7.084134380010057,14,-7.084134380010057,14
2024-08-08,-7.347966273268356,-6.984481540306876,14,-6.984481540306876,14
2024-08-09,-6.301581779560638,-7.198970431005145,14,-7.198970431005145,14
2024-08-10,-7.032064393779834,-6.971436675695385,14,-6.971436675695385,14
2024-08-11,-7.145182948564176,-7.071392914305161,14,-7.071392914305161,14
2024-08-12,-6.782869713050387,-7.105829490340395,14,-7.105829490340395,14
2024-08-13,-6.993243057300741,-7.435441800920078,14,-7.435441800920078,14
2024-08-14,-8.93414336978374,-7.517798774922771,14,-7.517798774922771,14
2024-08-15,-8.090430304827276,-7.2454027055215375,14,-7.2454027055215375,14
2024-08-16,-7.395852713362074,-7.209851778979595,14,-7.209851778979595,14
2024-08-17,-7.252727153074581,-7.286089684270667,14,-7.286089684270667,14
2024-08-18,-7.122737507461557,-7.243571780137752,14,-7.243571780137752,14
2024-08-19,-7.663977474896019,-7.367633588489049,14,-7.367633588489049,14
2024-08-20,-6.851098731240136,-7.4080074305771735,14,-7.4080074305771735,14
2024-08-21,-8.299722443510342,-7.658540574557715,14,-7.658540574557715,14
2024-08-22,-8.590906417273768,-7.815259908672374,14,-7.815259908672374,14
2024-08-23,-7.848062431939034,-7.63634150231078,14,-7.63634150231078,14
2024-08-24,-6.578074293173222,-7.3828453602610535,14,-7.3828453602610535,14
2024-08-25,-6.625319225980788,-7.228418090999877,14,-7.228418090999877,14
2024-08-26,-7.220716390846805,-7.157906094395726,14,-7.157906094395726,14
2024-08-27,-7.355348084977686,-7.347205977325842,14,-7.347205977325842,14
2024-08-28,-9.250891127347398,-7.3837366665829505,14,-7.3837366665829505,14
2024-08-29,-7.427050700993551,-7.356522131421627,14,-7.356522131421627,14
2024-08-30,-7.578986184704846,-7.290442506820069,14,-7.290442506820069,14
2024-08-31,-7.813351757199836,-7.322543262509662,14,-7.322543262509662,14
2024-09-01,-6.5034602127886165,-7.285831417044443,14,-7.285831417044443,14
2024-09-02,-6.940360945467537,-7.102836950555671,14,-7.102836950555671,14
2024-09-03,-6.522114937682515,-7.21191194766921,14,-7.21191194766921,14
2024-09-04,-8.259113009436971,-7.590351479260683,14,-7.590351479260683,14
2024-09-05,-7.6986759889953715,-7.487010101756022,14,-7.487010101756022,14
2024-09-06,-7.142083192560166,-7.429262945147741,14,-7.429262945147741,14
2024-09-07,-7.454039970224542,-7.440975859209178,14,-7.440975859209178,14
2024-09-08,-6.956664836147295,-7.259323568084275,14,-7.259323568084275,14
2024-09-09,-7.375311173852939,-7.042557277665085,14,-7.042557277665085,14
2024-09-10,-7.641682246432809,-7.220363136616649,14,-7.220363136616649,14
2024-09-11,-8.772444578271369,-7.824968419412611,14,-7.824968419412611,14
2024-09-12,-8.222190817885775,-7.340559009921403,14,-7.340559009921403,14
2024-09-13,-7.505284819602623,-7.546856978284635,14,-7.546856978284635,14
2024-09-14,-7.206662096750962,-7.378656596296051,14,-7.378656596296051,14
2024-09-15,-7.000512980515621,-7.216560337332592,14,-7.216560337332592,14
2024-09-16,-7.40385524870723,-7.443340568971492,14,-7.443340568971492,14
2024-09-17,-7.62533614746632,-7.507451107445853,14,-7.507451107445853,14
2024-09-18,-9.118912980170885,-7.847431638265755,14,-7.847431638265755,14
2024-09-19,-8.210854186197356,-7.842626778231899,14,-7.842626778231899,14
2024-09-20,-7.594933488516639,-7.372191853988954,14,-7.372191853988954,14
2024-09-21,-7.695982377007085,-7.227608503364987,14,-7.227608503364987,14
2024-09-22,-7.912236774178686,-7.088304068164074,14,-7.088304068164074,14
2024-09-23,-7.548593418115738,-7.2918406163643645,14,-7.2918406163643645,14
2024-09-24,-8.156771512470494,-7.576363823084445,14,-7.576363823084445,14
2024-09-25,-9.137411157807458,-7.837280350603688,14,-7.837280350603688,14
2024-09-26,-9.22010927366513,-7.415416599374978,14,-7.415416599374978,14
2024-09-27,-7.657672162115085,-7.619863096724874,14,-7.619863096724874,14
2024-09-28,-7.16418081548918,-7.528142979093583,14,-7.528142979093583,14
2024-09-29,-6.873239201215958,-7.254063166736744,14,-7.254063166736744,14
2024-09-30,-7.372161845921349,-7.415942078041511,14,-7.415942078041511,14
2024-10-01,-7.762377171311247,-7.534231195996988,14,-7.534231195996988,14
2024-10-02,-9.410517858234718,-7.652523707671078,14,-7.652523707671078,14
2024-10-03,-8.859802514595454,-7.574362082669707,14,-7.574362082669707,14
2024-10-04,-7.354846982929903,-7.539105238372513,14,-7.539105238372513,14
2024-10-05,-7.717832727168758,-7.54870810635167,14,-7.54870810635167,14
2024-10-06,-7.9430170498383745,-7.336180229107034,14,-7.336180229107034,14
